0 0.18 0.067815249 0 0.314814815 0.577505269 0.641606591 0.269203139 0 0.208015267 0.287234043 1 0.089679912 24
0.002107383 0 0.242302053 0 0.172839506 0.547997701 0.782698249 0.34896198 0.043478261 0.104961832 0.553191489 1 0.204470199 21.6
0.002105375 0 0.242302053 0 0.172839506 0.694385898 0.59938208 0.34896198 0.043478261 0.104961832 0.553191489 0.989737254 0.063465784 34.7
0.002615404 0 0.063049853 0 0.150205761 0.658555279 0.441812564 0.44854459 0.086956522 0.066793893 0.64893617 0.99427606 0.033388521 33.4
0.006298054 0 0.063049853 0 0.150205761 0.687104809 0.528321318 0.44854459 0.086956522 0.066793893 0.64893617 1 0.099337748 36.2
0.002362398 0 0.063049853 0 0.150205761 0.549722169 0.574665294 0.44854459 0.086956522 0.066793893 0.64893617 0.992990065 0.09602649 28.7
0.008229738 0.125 0.271627566 0 0.28600823 0.469630197 0.656024717 0.402922642 0.173913043 0.236641221 0.276595745 0.996721973 0.295253863 22.9
0.013878208 0.125 0.271627566 0 0.28600823 0.500287411 0.959835221 0.438387182 0.173913043 0.236641221 0.276595745 1 0.480684327 27.1
0.020573843 0.125 0.271627566 0 0.28600823 0.396627706 1 0.450354191 0.173913043 0.236641221 0.276595745 0.974103586 0.778145695 16.5
0.016437388 0.125 0.271627566 0 0.28600823 0.468097337 0.854788877 0.496730897 0.173913043 0.236641221 0.276595745 0.97430531 0.424116998 18.9
0.021944294 0.125 0.271627566 0 0.28600823 0.539566967 0.941297631 0.474415517 0.173913043 0.236641221 0.276595745 0.98895557 0.516556291 15
0.011159392 0.125 0.271627566 0 0.28600823 0.469055375 0.823892894 0.463503351 0.173913043 0.236641221 0.276595745 1 0.318432671 18.9
0.008780931 0.125 0.271627566 0 0.28600823 0.446062464 0.371781668 0.392956197 0.173913043 0.236641221 0.276595745 0.98386202 0.385761589 21.7
0.062592995 0 0.281524927 0 0.314814815 0.457558919 0.606591143 0.325355327 0.130434783 0.229007634 0.893617021 1 0.180187638 20.4
0.06341627 0 0.281524927 0 0.314814815 0.485725235 0.840370752 0.303021761 0.130434783 0.229007634 0.893617021 0.957436078 0.235375276 18.2
0.062355048 0 0.281524927 0 0.314814815 0.435524047 0.552008239 0.306359065 0.130434783 0.229007634 0.893617021 0.996772404 0.18598234 19.9
